time_stamp,time_index,same_time_count,time,period,adj_time,away,home,total,play,player,fg_makes,fg_misses,3_makes,3_misses,ft_makes,ft_misses,points,team
1 5:35 17 21 1,1 5:35 17 21,1,1900-01-01 00:05:35,1,0 days 00:06:25,17,21,38,Alex Caruso out of bounds bad pass turnover,,,,,,,,,
1 5:42 17 21 1,1 5:42 17 21,1,1900-01-01 00:05:42,1,0 days 00:06:18,17,21,38,Ben McLemore enters the game for Dennis Schroder,,,,,,,,,
1 5:42 17 21 2,1 5:42 17 21,2,1900-01-01 00:05:42,1,0 days 00:06:18,17,21,38,Bam Adebayo personal foul,,,,,,,,,
1 5:49 17 21 1,1 5:49 17 21,1,1900-01-01 00:05:49,1,0 days 00:06:11,17,21,38,Lakers offensive team rebound,,,,,,,,,
1 5:49 17 21 2,1 5:49 17 21,2,1900-01-01 00:05:49,1,0 days 00:06:11,17,21,38,Bam Adebayo blocks Andre Drummond 's 15-foot driving floating jump shot,Andre Drummond,,1,,,,,,
1 5:56 17 21 1,1 5:56 17 21,1,1900-01-01 00:05:56,1,0 days 00:06:04,17,21,38,Duncan Robinson lost ball turnover (Andre Drummond steals),,,,,,,,,
1 6:06 17 21 1,1 6:06 17 21,1,1900-01-01 00:06:06,1,0 days 00:05:54,17,21,38,Alex Caruso enters the game for Wesley Matthews,,,,,,,,,
1 6:06 17 21 2,1 6:06 17 21,2,1900-01-01 00:06:06,1,0 days 00:05:54,17,21,38,Goran Dragic enters the game for Jimmy Butler,,,,,,,,,
1 6:06 17 21 3,1 6:06 17 21,3,1900-01-01 00:06:06,1,0 days 00:05:54,17,21,38,Jimmy Butler makes technical free throw,Jimmy Butler,,,,,1,,1,
1 6:06 17 20 1,1 6:06 17 20,1,1900-01-01 00:06:06,1,0 days 00:05:54,17,20,37,"Andre Drummond defensive 3-seconds (technical foul)
",,,,,,,,,
1 6:20 17 20 1,1 6:20 17 20,1,1900-01-01 00:06:20,1,0 days 00:05:40,17,20,37,Wesley Matthews makes 25-foot three point jumper (Dennis Schroder assists),Wesley Matthews,,,1,,,,3,Los Angeles Lakers
1 6:27 14 20 1,1 6:27 14 20,1,1900-01-01 00:06:27,1,0 days 00:05:33,14,20,34,Trevor Ariza out of bounds lost ball turnover,,,,,,,,,
1 6:44 14 20 1,1 6:44 14 20,1,1900-01-01 00:06:44,1,0 days 00:05:16,14,20,34,Kentavious Caldwell-Pope makes two point shot (Andre Drummond assists),Kentavious Caldwell-Pope,1,,,,,,2,Los Angeles Lakers
1 6:48 12 20 1,1 6:48 12 20,1,1900-01-01 00:06:48,1,0 days 00:05:12,12,20,32,Jimmy Butler bad pass (Andre Drummond steals),,,,,,,,,
1 6:51 12 20 1,1 6:51 12 20,1,1900-01-01 00:06:51,1,0 days 00:05:09,12,20,32,Heat offensive team rebound,,,,,,,,,
1 6:53 12 20 1,1 6:53 12 20,1,1900-01-01 00:06:53,1,0 days 00:05:07,12,20,32,Bam Adebayo misses driving layup,Bam Adebayo,,,,,,,,
1 7:13 12 20 1,1 7:13 12 20,1,1900-01-01 00:07:13,1,0 days 00:04:47,12,20,32,Andre Drummond makes 7-foot two point shot (Wesley Matthews assists),Andre Drummond,1,,,,,,2,Los Angeles Lakers
1 7:23 10 20 1,1 7:23 10 20,1,1900-01-01 00:07:23,1,0 days 00:04:37,10,20,30,Duncan Robinson personal foul,,,,,,,,,
1 7:29 10 20 1,1 7:29 10 20,1,1900-01-01 00:07:29,1,0 days 00:04:31,10,20,30,Victor Oladipo makes free throw 2 of 2,Victor Oladipo,,,,,1,,1,
1 7:29 10 19 1,1 7:29 10 19,1,1900-01-01 00:07:29,1,0 days 00:04:31,10,19,29,Lakers Full timeout,,,,,,,,,
1 7:29 10 19 2,1 7:29 10 19,2,1900-01-01 00:07:29,1,0 days 00:04:31,10,19,29,Victor Oladipo makes free throw 1 of 2,Victor Oladipo,,,,,1,,1,
1 7:29 10 18 1,1 7:29 10 18,1,1900-01-01 00:07:29,1,0 days 00:04:31,10,18,28,Kentavious Caldwell-Pope personal take foul,,,,,,,,,
1 7:29 10 18 2,1 7:29 10 18,2,1900-01-01 00:07:29,1,0 days 00:04:31,10,18,28,Victor Oladipo defensive rebound,,,,,,,,,
1 7:31 10 18 1,1 7:31 10 18,1,1900-01-01 00:07:31,1,0 days 00:04:29,10,18,28,Dennis Schroder misses driving layup,Dennis Schroder,,,,,,,,
1 7:37 10 18 1,1 7:37 10 18,1,1900-01-01 00:07:37,1,0 days 00:04:23,10,18,28,Jimmy Butler makes free throw 1 of 1,Jimmy Butler,,,,,1,,1,
1 7:37 10 17 1,1 7:37 10 17,1,1900-01-01 00:07:37,1,0 days 00:04:23,10,17,27,Wesley Matthews shooting foul,,,,,,,,,
1 7:37 10 17 2,1 7:37 10 17,2,1900-01-01 00:07:37,1,0 days 00:04:23,10,17,27,Jimmy Butler makes driving layup,Jimmy Butler,1,,,,,,2,Miami Heat
1 7:43 10 15 1,1 7:43 10 15,1,1900-01-01 00:07:43,1,0 days 00:04:17,10,15,25,Duncan Robinson defensive rebound,,,,,,,,,
1 7:43 10 15 2,1 7:43 10 15,2,1900-01-01 00:07:43,1,0 days 00:04:17,10,15,25,Markieff Morris misses tip shot,Markieff Morris,,,,,,,,
1 7:43 10 15 3,1 7:43 10 15,3,1900-01-01 00:07:43,1,0 days 00:04:17,10,15,25,Markieff Morris offensive rebound,,,,,,,,,
1 7:49 10 15 1,1 7:49 10 15,1,1900-01-01 00:07:49,1,0 days 00:04:11,10,15,25,Kentavious Caldwell-Pope misses 25-foot three point shot,Kentavious Caldwell-Pope,,,,1,,,,
1 7:54 10 15 1,1 7:54 10 15,1,1900-01-01 00:07:54,1,0 days 00:04:06,10,15,25,Victor Oladipo bad pass (Markieff Morris steals),,,,,,,,,
1 8:00 10 15 1,1 8:00 10 15,1,1900-01-01 00:08:00,1,0 days 00:04:00,10,15,25,Victor Oladipo offensive rebound,,,,,,,,,
1 8:04 10 15 1,1 8:04 10 15,1,1900-01-01 00:08:04,1,0 days 00:03:56,10,15,25,Trevor Ariza misses 24-foot step back jumpshot,Trevor Ariza,,,,1,,,,
1 8:10 10 15 1,1 8:10 10 15,1,1900-01-01 00:08:10,1,0 days 00:03:50,10,15,25,Bam Adebayo defensive rebound,,,,,,,,,
1 8:13 10 15 1,1 8:13 10 15,1,1900-01-01 00:08:13,1,0 days 00:03:47,10,15,25,Kentavious Caldwell-Pope misses driving layup,Kentavious Caldwell-Pope,,,,,,,,
1 8:31 10 15 1,1 8:31 10 15,1,1900-01-01 00:08:31,1,0 days 00:03:29,10,15,25,Duncan Robinson makes 27-foot three point jumper (Victor Oladipo assists),Duncan Robinson,,,1,,,,3,Miami Heat
1 8:48 10 12 1,1 8:48 10 12,1,1900-01-01 00:08:48,1,0 days 00:03:12,10,12,22,Kentavious Caldwell-Pope makes 26-foot three point jumper (Dennis Schroder assists),Kentavious Caldwell-Pope,,,1,,,,3,Los Angeles Lakers
1 8:57 7 12 1,1 8:57 7 12,1,1900-01-01 00:08:57,1,0 days 00:03:03,7,12,19,Bam Adebayo makes 4-foot dunk,Bam Adebayo,1,,,,,,2,Miami Heat
1 8:57 7 10 1,1 8:57 7 10,1,1900-01-01 00:08:57,1,0 days 00:03:03,7,10,17,Bam Adebayo offensive rebound,,,,,,,,,
1 8:59 7 10 1,1 8:59 7 10,1,1900-01-01 00:08:59,1,0 days 00:03:01,7,10,17,Trevor Ariza misses driving dunk,Trevor Ariza,,,,,,,,
1 9:22 7 10 1,1 9:22 7 10,1,1900-01-01 00:09:22,1,0 days 00:02:38,7,10,17,Andre Drummond offensive goaltending turnover,,,,,,,,,
1 9:38 7 10 1,1 9:38 7 10,1,1900-01-01 00:09:38,1,0 days 00:02:22,7,10,17,Trevor Ariza makes free throw 2 of 2,Trevor Ariza,,,,,1,,1,
1 9:38 7 9 1,1 9:38 7 9,1,1900-01-01 00:09:38,1,0 days 00:02:22,7,9,16,Trevor Ariza makes free throw 1 of 2,Trevor Ariza,,,,,1,,1,
1 9:38 7 8 1,1 9:38 7 8,1,1900-01-01 00:09:38,1,0 days 00:02:22,7,8,15,Andre Drummond shooting foul,,,,,,,,,
1 9:48 7 8 1,1 9:48 7 8,1,1900-01-01 00:09:48,1,0 days 00:02:12,7,8,15,Andre Drummond makes dunk,Andre Drummond,1,,,,,,2,Los Angeles Lakers
1 10:06 5 8 1,1 10:06 5 8,1,1900-01-01 00:10:06,1,0 days 00:01:54,5,8,13,Victor Oladipo makes free throw 2 of 2,Victor Oladipo,,,,,1,,1,
1 10:06 5 7 1,1 10:06 5 7,1,1900-01-01 00:10:06,1,0 days 00:01:54,5,7,12,Victor Oladipo makes free throw 1 of 2,Victor Oladipo,,,,,1,,1,
1 10:06 5 6 1,1 10:06 5 6,1,1900-01-01 00:10:06,1,0 days 00:01:54,5,6,11,Wesley Matthews shooting foul,,,,,,,,,
1 10:15 5 6 1,1 10:15 5 6,1,1900-01-01 00:10:15,1,0 days 00:01:45,5,6,11,Wesley Matthews makes 26-foot three point jumper (Andre Drummond assists),Wesley Matthews,,,1,,,,3,Los Angeles Lakers
1 10:37 2 6 1,1 10:37 2 6,1,1900-01-01 00:10:37,1,0 days 00:01:23,2,6,8,Bam Adebayo makes jumper (Victor Oladipo assists),Bam Adebayo,1,,,,,,2,Miami Heat
1 10:58 2 4 1,1 10:58 2 4,1,1900-01-01 00:10:58,1,0 days 00:01:02,2,4,6,Andre Drummond out of bounds lost ball turnover,,,,,,,,,
1 11:12 2 4 1,1 11:12 2 4,1,1900-01-01 00:11:12,1,0 days 00:00:48,2,4,6,Trevor Ariza makes free throw 2 of 2,Trevor Ariza,,,,,1,,1,
1 11:12 2 3 1,1 11:12 2 3,1,1900-01-01 00:11:12,1,0 days 00:00:48,2,3,5,Trevor Ariza makes free throw 1 of 2,Trevor Ariza,,,,,1,,1,
1 11:12 2 2 1,1 11:12 2 2,1,1900-01-01 00:11:12,1,0 days 00:00:48,2,2,4,Markieff Morris shooting foul,,,,,,,,,
1 11:22 2 2 1,1 11:22 2 2,1,1900-01-01 00:11:22,1,0 days 00:00:38,2,2,4,Kentavious Caldwell-Pope makes 20-foot pullup jump shot (Dennis Schroder assists),Kentavious Caldwell-Pope,1,,,,,,2,Los Angeles Lakers
1 11:39 0 2 1,1 11:39 0 2,1,1900-01-01 00:11:39,1,0 days 00:00:21,0,2,2,Trevor Ariza makes 5-foot layup (Duncan Robinson assists),Trevor Ariza,1,,,,,,2,Miami Heat
1 12:00 0 0 1,1 12:00 0 0,1,1900-01-01 00:12:00,1,0 days 00:00:00,0,0,0,Andre Drummond vs. Bam Adebayo (Trevor Ariza gains possession),,,,,,,,,
